Player,Season,Age,Team,Comp,Nation,(+/-) / 90,MP,Min,90s played,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,Pkatt,PKm,PPM,onG,onGA,Recov/90,Min.y,Off,PKwon,PKcon,OG,Tkl/90,Tkl Won,Tkls in Def 3rd,Tkls in Mid 3rd,Tkls in Att 3rd,Tkl,Tkl Att,Tkl%,Lost,Blocks,Shots Blocked,Pass Blocked,Int,Tkl+Int,Clearances,Errors leading to shoot,Carries/90,TotDist Carried,PrgDist Carried,PrgC,Carries into final third,Carreis into 18yd,Succesful Received Passes,Progressive Passes Received,PassesCmp/90,Passes Attempted,Passes Cmp%,Key Passes,Key Passes Close to Goal,Passes into 18yd,CrsPA,Prg Passes,TotDist Passed,PrgDist Passed,Short Passes Cmp,Short Passes Att,Short Passes Cmp%,Medium Passes Cmp,Medium Passes Att,Medium Passes Cmp%,Long Passes Cmp,Long Passes Att,Long Passes Cmp%,Touches/90,Touches in Def Pen,Touches in Def 3rd,Touches in Mid 3rd,Touches Att 3rd,Touches in Att Pen,Live ball Touches,xG when on/90,xGA when on,xG+/-,MarketValue_2022,MarketValue in Millions,predicted_value,Residual,Def_score_raw,Prog_score_raw,Onball_score_raw,Creat_score_raw,Def_score,Prog_score,Onball_score,Creat_score,Def_pct,Prog_pct,Onball_pct,Creat_pct
Lucien Agoume,2022-2023,20,2 Teams,2 Comps,fr FRA,-1.6,15,1094,12.2,14,1,9,0,0.1,0.1,0,0,0,0,0,0.7,2.4,6.9,1094,0.1,0,0,0,3.5,2.1,1.5,1.2,0.7,1.4,2.7,51.5,1.3,1.2,0.4,0.7,2.2,5.7,2,0,53.1,260,100.9,0.7,0.8,0,48.5,0.8,50.9,61.2,83.2,1,5.1,1.2,0.2,7.7,903,285.1,20.9,24.3,86.1,23.4,26.5,88.5,4.9,7.3,67.4,73.5,3.7,22.7,39.5,11.8,1.1,73.5,1,2.1,-1.2,7000000,7,13.838583430406697,-6.838583430406697,12.600000000000001,8.4,134.1,2,1.872078557234063,1.0017844058716592,1.1603295713959767,-0.6303632108838577,0.9735973597359736,0.845984598459846,0.8767876787678768,0.2684268426842684
Ludovic Ajorque,2022-2023,28,Mainz 05,de Bundesliga,fr FRA,0.1,17,1211,13.5,15,2,0,0.4,0.1,0.5,0.4,0,0,0,0.1,1.7,1.6,3.7,1211,0.4,0,0,0,0.4,0.4,0.1,0.3,0.1,0.1,0.7,11.1,0.6,0.6,0.1,0.4,0.1,0.5,0.6,0,18.8,73.5,19.8,0.4,0.8,0.1,30.8,6.3,18.1,30.8,58.6,1,1.3,0.6,0,2.3,263.8,45.6,11.4,17.2,66.2,4.1,7.7,52.9,1.6,2.1,78.6,41.2,0.6,2.5,21.6,17.5,5.6,41.2,1.4,1.5,-0.1,11000000,11,3.7277822764018724,7.272217723598128,4.2,2.6999999999999997,76.7,2.4,-1.6548521105574232,-1.5649015478237207,-1.704515145577811,-0.14628682109119065,0.056105610561056105,0.0319031903190319,0.033003300330033,0.46314631463146316
Manolo Gabbiadini,2022-2023,30,Sampdoria,it Serie A,it ITA,-1.1,35,2354,26.2,27,8,2,0.3,0.1,0.3,0.3,0,0,0,0,0.7,1.9,2.8,2354,0.5,0,0,0,0.9,0.6,0.3,0.3,0.2,0.3,0.9,39.1,0.5,0.6,0.1,0.5,0.2,1.1,1,0,20.5,94.9,39.1,1.2,0.9,0.4,26.1,4.2,16.4,23.9,68.5,1,1.3,1.1,0.1,2.1,220.6,56.2,10.1,12.7,79.2,4.4,6.4,69.5,0.7,1.7,42.2,33.8,1.1,4.3,14.9,15,3.2,33.8,1,1.8,-0.8,3000000,3,7.39969248017126,-4.39969248017126,3.9,3.3,84.9,2,-1.7808139201214048,-1.2947240790136807,-1.2952516145815554,-0.6303632108838577,0.036303630363036306,0.0737073707370737,0.0891089108910891,0.2684268426842684
Marco Richter,2022-2023,24,Hertha BSC,de Bundesliga,de GER,-1,29,1836,20.4,21,8,1,0.3,0.2,0.5,0.3,0,0,0,0,1.5,2.5,7.9,1836,0.3,0,0,0,2.1,1.1,0.9,0.8,0.4,0.9,2.4,39.6,1.4,1.4,0.1,1.3,1.2,3.3,1.2,0,26.5,136.7,57.5,1.9,1.4,0.4,27.1,5,22.6,36.6,61.7,1,1.9,1.3,0.2,3.3,400.7,147.5,10.1,12.9,78,8.3,12.7,65.4,3,7.3,41.6,52.6,1.5,9.9,23.6,20.2,2.2,52.6,1.2,1.9,-0.7,6000000,6,8.614777089372867,-2.6147770893728666,11.2,5.199999999999999,84.30000000000001,2.2,1.2842567792688144,-0.4391620944485544,-1.3251977266056714,-0.3883250159875239,0.88998899889989,0.35203520352035206,0.08360836083608361,0.3718371837183718
Marcus Tavernier,2022-2023,23,Bournemouth,eng Premier League,eng ENG,-0.6,23,1743,19.4,19,4,0,0.3,0.2,0.5,0.3,0,0,0,0.1,1.3,1.9,6.4,1743,0.2,0,0,0,1.7,1.1,1,0.6,0.2,0.6,1.7,33.3,1.1,1.3,0.2,1.1,0.5,2.2,1.2,0,30.6,209.6,104.7,3.5,2.2,1.1,32.8,7.1,26.3,37.4,70.4,1,1.8,0.8,0.3,2.9,415.6,125.5,14.7,17.5,84.1,8.5,11.6,73.3,2.1,5.2,40,52,1.9,10.3,20.1,23.2,3,52,1,1.6,-0.6,15000000,15,11.09856501190454,3.9014349880954597,8.600000000000001,6.4,96.7,2,0.1925877630476413,0.10119284317152599,-0.7063114114406025,-0.6303632108838577,0.581958195819582,0.5665566556655666,0.2508250825082508,0.2684268426842684
Marshall Munetsi,2022-2023,26,Reims,fr Ligue 1,zw ZIM,-0.1,34,2700,30,31,3,0,0.2,0.1,0.3,0.2,0,0,0,0,1.2,1.3,5.2,2700,0.1,0,0,0,1.9,0.9,0.4,1,0.5,0.7,1.6,41.7,0.9,1.2,0.4,0.9,0.9,2.8,1.4,0,27.3,138.8,59.7,1.1,0.6,0.3,24.4,2.9,21.7,29.5,73.5,1,2.4,0.4,0.1,3.2,350.6,113.9,10.2,13.1,77.7,8.3,10.4,79.2,1.9,3.6,51.4,41.4,2.4,8.5,21.4,12.1,3.1,41.4,1.5,1.4,0.1,5000000,5,6.790775360159797,-1.790775360159797,8,4.300000000000001,95.2,2.5,-0.05933585608032257,-0.8444282976636137,-0.7811766915008931,-0.025267723643023744,0.46204620462046203,0.21122112211221122,0.22332233223322331,0.5104510451045104
Matheus Nunes,2022-2023,23,Wolves,eng Premier League,pt POR,-0.7,34,2467,27.4,30,4,0,0,0,0.1,0,0,0,0,0,0.8,1.5,5.6,2467,0.1,0,0,0,2.4,1.6,1.3,0.8,0.3,1,2.2,45.9,1.2,1.3,0.1,1.1,0.6,3,1.3,0.1,31,201.1,96.3,2.2,2,0.4,34.4,4.7,29.8,37.5,79.6,1,2.6,0.7,0.3,3.1,548.5,107.8,14.1,16.5,85.8,10.6,12.4,85.5,4.3,6.3,68.8,49.4,2.3,11.9,23.9,14.5,1.9,49.4,0.9,1.5,-0.7,45000000,45,29.514700123667467,15.485299876332533,8.6,5.300000000000001,109.39999999999999,1.9,0.19258776304764055,-0.3941325163135471,-0.07245204026347576,-0.7513823083320246,0.5665566556655666,0.39163916391639164,0.49064906490649063,0.2222222222222222
Mathias Pereira Lage,2022-2023,25,Brest,fr Ligue 1,pt POR,-0.6,24,1264,14,16,8,3,0.1,0.1,0.2,0.1,0,0,0,0.1,1.2,1.8,4.9,1264,0.1,0.1,0,0,1.4,0.5,0.4,1,0.1,0.8,2.1,37.9,1.3,0.7,0.1,0.6,1,2.4,0.9,0,27.5,163.5,64.9,1.4,0.9,0.5,25.6,7,18.3,27.6,66.4,1,1.8,0.2,0.1,2.1,285.5,89.4,9.6,12,79.9,5.5,8.1,67.5,1.9,4.5,42.9,38.4,1.1,5.8,18.7,14.5,2.9,38.4,1,1.4,-0.4,2500000,2.5,-0.047433298852418204,2.547433298852418,7.300000000000001,3.5,84.7,2,-0.35324674506294607,-1.2046649227436674,-1.3052336519229275,-0.6303632108838577,0.35313531353135313,0.0924092409240924,0.08690869086908691,0.2684268426842684
Mikel Oyarzabal,2022-2023,25,Real Sociedad,es La Liga,es ESP,0.4,23,1214,13.5,14,9,1,0.3,0.1,0.4,0.1,0.1,0.2,0.1,0.1,1.3,0.9,4.2,1214,0.9,0.1,0,0,1,0.5,0.4,0.2,0.4,0.4,1.4,26.3,1,1,0.3,0.7,0.2,1.2,0.4,0,23.5,102.1,49.9,2,1.1,0.9,28.6,9,21.1,29.1,72.7,1,1,0.7,0.1,2.1,297.9,59,13.3,15.2,87.3,5.6,7.6,73.8,1.3,2.9,43.6,39.4,1.1,5.3,13.8,20.6,4,39.2,1.4,0.9,0.5,60000000,60,22.858695430728517,37.14130456927148,5.4,4.1,93.80000000000001,2.4,-1.1510048723014965,-0.9344874539336275,-0.8510509528904973,-0.14628682109119065,0.13091309130913092,0.1639163916391639,0.20242024202420242,0.46314631463146316
Mikkel Damsgaard,2022-2023,22,Brentford,eng Premier League,dk DEN,0.5,26,988,11,9,17,9,0,0,0,0,0,0,0,0.1,1.7,1.3,6.4,988,0,0,0,0,2.8,1.9,1.2,1.2,0.5,1.4,3.8,35.7,2.5,1.8,0.2,1.6,0.9,3.7,1.3,0,25.4,97.9,52.3,0.8,0.8,0.1,28,4.1,25.1,37.1,67.6,1,3.3,0.9,0.1,4,366.5,131,14.2,17.6,80.8,8.4,12,69.7,1.5,4,36.4,48.2,0.8,9.5,24.4,15.1,2.5,48.2,1.7,1.3,0.4,15000000,15,10.466339725810776,4.533660274189224,10.100000000000001,4.8,92.69999999999999,2.7,0.8223968108675495,-0.6192804069885808,-0.9059521582680449,0.21677047125331006,0.7942794279427943,0.2816281628162816,0.18701870187018702,0.6072607260726073
Naouirou Ahamada,2022-2023,20,2 Teams,2 Comps,fr FRA,-0.7,25,1492,16.6,17,8,3,0.1,0.1,0.2,0.1,0,0,0,0.1,1,1.7,5.8,1492,0.2,0,0.1,0,1.2,0.8,0.6,0.4,0.2,0.5,1.4,39.1,0.8,1.1,0.3,0.8,0.5,1.7,0.4,0,26.5,191,95.4,2.7,1.7,0.4,29.7,3.9,29.3,34.7,84.5,1,2.5,0.4,0.1,3.5,453.3,110.4,14.6,16,91.3,12.2,13.3,91.4,1.3,2.6,51.2,44.5,1.1,9.1,25.5,10.6,1.6,44.5,1.2,1.2,0,5500000,5.5,15.105112852865279,-9.605112852865279,7.5,6.2,113.8,2.2,-0.2692722053536253,0.011133686901512596,0.14715278124671036,-0.3883250159875239,0.3773377337733773,0.5379537953795379,0.583058305830583,0.3718371837183718
Pablo Rosario,2022-2023,25,Nice,fr Ligue 1,do DOM,-0.2,31,1767,19.6,17,14,6,0,0.1,0.1,0,0,0,0,0.1,1.1,1.3,4.9,1767,0,0,0,0,2.3,1.3,1.1,1,0.2,0.9,1.7,52.9,0.8,0.8,0.3,0.5,1.2,3.5,1.6,0.1,47.9,230.4,113.7,0.9,1,0,45.1,2.1,47.4,53.4,88.7,1,4.3,0.8,0.2,5.7,845.2,267.9,19.2,21,91.5,22,23.9,91.7,4.8,6.3,76.6,62.5,3.6,18.2,35.3,9.4,0.8,62.5,1.4,1.2,0.2,7000000,7,8.711746411903246,-1.7117464119032455,8.4,6.6000000000000005,136.1,2.4,0.10861322333831976,0.1912519994415394,1.2601499448096976,-0.14628682109119065,0.5412541254125413,0.6171617161716172,0.8921892189218922,0.46314631463146316
Ramón Terrats,2022-2023,21,2 Teams,es La Liga,es ESP,-0.1,24,1028,11.4,13,11,8,0.1,0.1,0.2,0.1,0,0,0,0.3,1,1.1,4.6,1028,0,0,0,0,1.7,1.1,0.4,1,0.4,1,2,47.8,1.1,1.5,0.5,1,1,2.6,0.8,0.3,35.3,172.9,89,2.2,1.4,0.2,42.5,3.2,37.9,45.6,83.1,1,3.1,0.9,0.1,4.5,592.4,143,22,23.6,93,11.5,14.2,80.9,3.6,5.3,68.3,57.5,2.3,11.6,31,15.2,1.6,57.5,1.4,1.3,0.1,1500000,1.5,13.2955501506413,-11.7955501506413,7.199999999999999,6.7,121,2.4,-0.39523401491760723,0.2362815775765459,0.5065061255361055,-0.14628682109119065,0.33993399339933994,0.6292629262926293,0.7117711771177118,0.46314631463146316
Reinier,2022-2023,20,Girona,es La Liga,br BRA,-0.1,18,647,7.2,5,13,3,0.3,0.1,0.4,0.3,0,0,0,0.2,1.1,1.3,4,647,0.3,0,0,0,1.7,1.4,1,0.4,0.3,0.3,1.1,25,0.8,0.8,0,0.8,0.7,2.4,0.6,0,29.2,158.4,68.2,1.8,2.5,0.1,35.9,3.8,27.5,34.5,79.8,1,1.5,1.1,0,3.5,367.5,92.4,17.8,20.6,86.5,8.6,10.4,82.7,0.4,1.3,33.3,45.8,0.8,6.4,21.8,17.8,2.8,45.8,1,1.6,-0.5,4000000,4,4.281518175296435,-0.2815181752964353,6.4,5.3,107.3,2,-0.7311321737548911,-0.3941325163135475,-0.17726343234788236,-0.6303632108838577,0.23212321232123212,0.3718371837183718,0.4521452145214521,0.2684268426842684
Ritsu Doan,2022-2023,24,Freiburg,de Bundesliga,jp JPN,0.4,33,2424,26.9,30,3,0,0.2,0.1,0.3,0.2,0,0,0,0.1,1.7,1.3,4.7,2424,0.2,0.1,0,0,2.3,1.1,0.7,1.1,0.5,0.9,2,45.5,1.1,1.5,0,1.4,0.5,2.8,0.4,0,23.6,149.1,74,3.1,1.9,1.3,25.6,6.2,16.2,23.2,69.9,1,1.6,1,0.2,2.6,244,68.3,9.7,12.2,79.3,4.6,6.2,74.4,1.2,1.9,59.6,38.5,0.7,4.6,16,18.9,3.9,38.5,1.5,1.3,0.2,15000000,15,13.914772785378105,1.085227214621895,7.5,5.7,86.10000000000001,2.5,-0.2692722053536253,-0.2140142037735207,-1.2353593905333227,-0.025267723643023744,0.3773377337733773,0.4521452145214521,0.1001100110011001,0.5104510451045104
Rodri,2022-2023,26,Manchester City,eng Premier League,es ESP,1.8,36,2911,32.3,34,2,1,0.1,0.2,0.2,0.1,0,0,0,0.1,2.6,0.8,9.3,2911,0.1,0,0,0,2.1,1.3,0.9,0.9,0.3,0.8,1.6,49.1,0.8,1.2,0.4,0.8,1,3.1,1.3,0,62,318.2,173.8,2.3,2.2,0.1,77.6,1.1,84.2,92.3,91.2,1,8.2,1,0.1,8,1544.3,369,34.1,36.7,92.9,39.5,42.3,93.4,9.3,10.9,84.7,101.2,3.7,21.8,61.6,18.3,1.9,101.2,2.1,0.8,1.3,200000,0.2,36.88169009817486,-36.681690098174855,12.4,10.3,175.4,3.1,1.7881040175247416,1.857346390436786,3.2216202823893125,0.7008468610459772,0.9647964796479648,0.9526952695269527,0.9977997799779978,0.7898789878987899
Roque Mesa,2022-2023,33,Valladolid,es La Liga,es ESP,-0.6,29,1617,18,20,9,6,0.1,0.1,0.2,0.1,0,0,0,0.1,0.8,1.4,8.1,1617,0.1,0,0.1,0,1.5,0.8,0.9,0.6,0.1,0.7,2.1,31.6,1.4,0.9,0.2,0.7,0.7,2.2,1,0,41.6,262.5,122.5,1.6,1.3,0.2,43,1.3,44,53.6,82,1,5.9,1,0.2,6.5,863.4,262.9,16.8,19.1,87.8,19,21.3,89.5,6.7,10.4,64.7,63.1,3.5,15.9,38,10.1,0.5,63.1,0.9,1.6,-0.7,2500000,2.5,-5.113830458950566,7.613830458950566,10.3,8.1,126,1.9,0.9063713505768702,0.866695671466639,0.7560570590704077,-0.7513823083320246,0.8074807480748075,0.8107810781078107,0.7810781078107811,0.2222222222222222
Rúben Neves,2022-2023,25,Wolves,eng Premier League,pt POR,-0.7,35,3019,33.5,33,2,0,0.2,0,0.2,0.1,0.1,0.1,0,0,0.8,1.4,7.1,3019,0,0,0,0,2.4,1.3,0.9,1,0.4,1,2.3,42.1,1.3,1.8,0.7,1.1,1.5,3.8,2.5,0,39.3,179.1,88.8,0.8,0.9,0,48.3,0.5,51.6,62.8,82.1,1,6,0.4,0,6.5,1092.5,299.3,17.2,18.9,91,24.6,27.6,89,9.3,14.1,65.8,74.1,5.3,24.2,39,11.7,0.7,74,1,1.5,-0.6,40000000,40,29.990530819195296,10.009469180804704,10.899999999999999,7.3,133.7,2,1.1582949697048326,0.5064590463865857,1.1403654967132322,-0.6303632108838577,0.8734873487348734,0.7106710671067107,0.8712871287128713,0.2684268426842684
Santiago Ascacíbar,2022-2023,25,Cremonese,it Serie A,ar ARG,-0.6,13,727,8.1,7,6,3,0,0,0,0,0,0,0,0,0.7,1.4,7.7,727,0,0,0,0,3.6,1.7,2.1,1.2,0.2,1.7,4.3,40,2.6,1.7,0.2,1.5,1.6,5.2,1.4,0,31.4,120.8,54.7,0.1,0.4,0,38.9,0.7,44.3,53.9,82.3,1,6.2,0.9,0.2,5.1,755.2,271,22.5,25.6,87.9,16.7,18,93.1,4.2,6.9,60.7,68.5,3.2,21.9,34.7,12.4,0.5,68.5,1.3,1.8,-0.5,6500000,6.5,-0.46485156393157023,6.96485156393157,12.9,5.199999999999999,126.6,2.3,1.9980403667980442,-0.4391620944485544,0.7860031710945236,-0.26730591853935753,0.9812981298129813,0.35203520352035206,0.7887788778877888,0.4158415841584158
Seko Fofana,2022-2023,27,Lens,fr Ligue 1,ci CIV,1,35,3073,34.1,34,1,1,0.2,0.1,0.4,0.2,0,0.1,0,0.1,1.7,0.7,5.7,3073,0.1,0,0,0,0.8,0.4,0.2,0.5,0.1,0.4,1.1,38.5,0.7,0.5,0.1,0.4,0.6,1.4,0.4,0,54.9,339.8,139.5,3.4,2.8,0.9,51.6,6.8,46.6,53.3,87.4,1,4,1,0.2,4.8,754,147.8,23.6,25.8,91.6,17.7,19.7,89.6,3.5,4.6,76.4,63.3,0.9,7.1,36.2,20.8,3.2,63.3,1.7,1.1,0.6,30000000,30,11.819978160434276,18.180021839565725,7.1,8.2,134,2.7,-0.4372212847722676,0.9117252496016454,1.1553385527252908,0.21677047125331006,0.3278327832783278,0.823982398239824,0.8756875687568757,0.6072607260726073
Sekou Mara,2022-2023,20,Southampton,eng Premier League,fr FRA,-0.6,22,555,6.2,4,18,11,0.2,0.3,0.5,0.2,0,0,0,0.1,1,1.6,4.1,555,0.5,0,0,0,2.3,1.6,0.8,1.3,0.2,0.5,1.5,33.3,1,1.8,0,1.8,0.2,2.4,0.8,0,20.9,117.9,46.7,1.1,1.5,0.3,24.5,4.4,11,17.4,63.6,1,1,0.3,0,1.1,142.1,26.3,7.1,9.6,74.6,2.3,2.9,77.8,0.6,1.1,57.1,35.8,0.8,4.4,16.1,16.7,4.2,35.8,0.8,1.5,-0.7,12000000,12,12.592260680533906,-0.5922606805339061,6.5,2.2,74.6,1.8,-0.6891449039002308,-1.7900494384987538,-1.809326537662218,-0.8724014057801912,0.24752475247524752,0.011001100110011002,0.0231023102310231,0.19031903190319033
Sergio Busquets,2022-2023,34,Barcelona,es La Liga,es ESP,1.2,30,2339,26,28,2,4,0,0.2,0.2,0,0,0,0,0.1,1.6,0.4,7.2,2339,0,0,0,0,2.2,1,0.9,1,0.3,1.1,2,56.9,0.8,1.2,0.2,1,1,3.3,1.4,0.1,49.2,193.1,99.8,1,1.2,0,59.7,1.2,66.3,75,88.4,1,8.8,1.3,0.1,9.8,1177.8,347,29.1,31.7,91.6,28.7,31.6,90.6,7,8.5,82.4,83.5,2.4,14.9,54.9,14.4,0.5,83.5,1.9,0.9,1,5000000,5,35.8139712354952,-30.813971235495202,10.5,10.8,154.7,2.9,0.990345890286191,2.0824942811118192,2.1884794175573012,0.45880866614964333,0.847084708470847,0.9614961496149615,0.9801980198019802,0.7029702970297029
Tanguy Ndombele,2022-2023,25,Napoli,it Serie A,fr FRA,0.3,30,807,9,8,22,6,0.1,0,0.1,0.1,0,0,0,0.3,1.1,0.8,4.7,807,0,0,0.1,0,1.6,0.9,0.4,0.9,0.2,0.4,0.8,57.1,0.3,1.1,0.1,1,0.8,2.3,0.8,0.1,51.4,226.2,109,3,2.1,0.4,64.5,3.7,56.2,64,87.8,1,4.6,1,0,5.8,757.9,185.8,34.1,37.5,91.1,15.9,17.2,92.9,2.1,3.2,65.5,76.4,1.3,8.7,47.3,21.1,3.1,76.4,1.4,0.7,0.6,28000000,28,24.29570465124095,3.70429534875905,7,8.8,144,2.4,-0.479208554626928,1.181902718411686,1.6544404197938951,-0.14628682109119065,0.3124312431243124,0.878987898789879,0.9427942794279428,0.46314631463146316
Tyler Adams,2022-2023,23,Leeds United,eng Premier League,us USA,-0.3,24,2156,24,24,0,0,0,0,0,0,0,0,0,0,1.2,1.5,8.3,2156,0,0,0,0,3.7,1.9,1.8,1.5,0.4,2.1,3.3,63.3,1.2,2,0.3,1.7,1.5,5.2,1.2,0,34.2,139.5,64.9,0.8,0.9,0,38.4,0.8,46.3,56.1,82.5,1,4.6,0.5,0,5.7,692.6,211.3,25.3,28.6,88.5,16.3,19.2,84.8,2.6,4.5,58.9,68,1.8,15.7,42.2,10.6,0.2,68,1.3,1.4,-0.1,17000000,17,14.029095180202336,2.9709048197976635,13.5,6.5,128.8,2.3,2.249963985926007,0.14622242130653249,0.8958055818496173,-0.26730591853935753,0.9900990099009901,0.583058305830583,0.8173817381738174,0.4158415841584158
Viktor Kovalenko,2022-2023,26,Spezia,it Serie A,ua UKR,-1,18,548,6.1,7,11,9,0,0,0,0,0,0,0,0.1,0.7,1.6,5.1,548,0.2,0.2,0,0,1.5,0.8,0.2,1,0.3,0.8,1.3,62.5,0.5,1.8,0.3,1.5,0.7,2.1,1.1,0,25.9,112.3,41.7,0.7,0.5,0.3,31.4,4.6,31,39.6,78.4,1,1.1,0.7,0.2,3.6,488.6,105.6,16.8,18.6,90.3,11.8,14.5,81.8,2.1,4.1,52,50.7,1.6,9.2,24.6,17.2,3.1,50.7,0.8,1.3,-0.4,2000000,2,-2.004607556961135,4.004607556961135,7.199999999999999,4.3,109.4,1.8,-0.39523401491760723,-0.8444282976636142,-0.07245204026347506,-0.8724014057801912,0.33993399339933994,0.19801980198019803,0.49174917491749176,0.19031903190319033
Vitinha,2022-2023,22,Paris S-G,fr Ligue 1,pt POR,1.1,36,2446,27.2,29,7,1,0.1,0.1,0.2,0.1,0,0,0,0.1,2.1,1,6,2446,0,0,0,0,2.1,0.9,0.8,1,0.4,1,3.1,32.5,2.1,1,0.1,0.8,0.9,3.1,0.6,0,68.9,365.4,167.5,1.8,2.7,0.2,65.7,3.5,65.7,71.6,91.8,1,6.3,0.9,0,5,962.1,212.4,35.3,37.5,94.3,22.6,24.2,93.3,3.5,4.2,84.1,80.5,1.5,12,47.8,21.5,1.4,80.5,2,1.3,0.7,45000000,45,44.094005024039234,0.9059949759607662,9.1,6.8,157.5,3,0.40252411232094326,0.2813111557115524,2.328227940336511,0.5798277635978102,0.6468646864686468,0.6391639163916392,0.9845984598459846,0.746974697469747
Wahbi Khazri,2022-2023,31,Montpellier,fr Ligue 1,tn TUN,0.1,27,1635,18.2,20,7,2,0.2,0.1,0.3,0.2,0,0,0,0.1,1.7,1.5,4.7,1635,0.7,0,0,0,1.4,0.7,0.7,0.4,0.3,0.3,1.4,24,1,0.9,0.1,0.9,0.5,1.9,1.1,0,28.4,193.9,84.2,2.2,0.9,1.2,26,5,18.9,26.6,71.2,1,2.3,0.7,0.1,2.7,333,106,8.8,11,79.9,6.1,7.9,76.9,2.9,5,58.9,39.2,1.3,5.6,19.9,14.9,3.5,39.2,1.3,1.5,-0.2,3000000,3,0.6481836990191194,2.3518163009808806,6.6,4.9,90.1,2.3,-0.6471576340455704,-0.5742508288535739,-1.0357186437058816,-0.26730591853935753,0.25742574257425743,0.29812981298129815,0.15181518151815182,0.4158415841584158
Wesley Saïd,2022-2023,27,Lens,fr Ligue 1,fr FRA,0.7,21,644,7.2,6,15,1,0.7,0,0.7,0.7,0,0,0,0.3,1.5,0.8,2.8,644,0.1,0,0,0,0.6,0.1,0.1,0.3,0.1,0.3,0.8,33.3,0.6,0.6,0,0.6,0.1,0.7,0.3,0,30.7,185.9,68.6,2.7,1.7,0.8,30.3,9.4,21.7,27.3,79.5,1,2.4,1.8,0,3.6,314,79,13.3,15.9,83.3,6.1,7.4,83,1.5,2.5,61.1,37.7,0.3,1.5,20.3,16.9,5.7,37.7,1.7,1.6,0,2500000,2.5,0.5211722540556538,1.9788277459443462,3.5,6.300000000000001,101.2,2.7,-1.948762999540047,0.0561632650365195,-0.48171557125973063,0.21677047125331006,0.020902090209020903,0.5566556655665567,0.32233223322332233,0.6072607260726073
Wilfried Zaha,2022-2023,29,Crystal Palace,eng Premier League,ci CIV,-0.5,27,2288,25.4,27,0,0,0.3,0.1,0.4,0.3,0,0.1,0.1,0,0.9,1.3,3.8,2288,0.6,0,0,0,1.3,0.8,0.5,0.5,0.3,0.3,0.8,38.1,0.5,0.8,0,0.8,0.6,1.9,0.4,0,28.7,190.8,84.1,3.4,1.7,2.3,32.3,9.4,19.7,25.6,77.2,1,0.7,1.6,0.1,3,277.2,62.7,12.7,14.6,87,5.8,7.3,80,0.7,1.5,48.6,40.9,0.5,3.9,15.3,22.3,5.6,40.8,1,1.3,-0.3,32000000,32,16.776790699552304,15.223209300447696,5.699999999999999,6.4,96.9,2,-1.0250430627375153,0.10119284317152599,-0.6963293740992302,-0.6303632108838577,0.15951595159515952,0.5665566556655666,0.25412541254125415,0.2684268426842684
Yangel Herrera,2022-2023,24,Girona,es La Liga,ve VEN,-0.7,20,963,10.7,12,8,1,0.2,0.2,0.4,0.2,0,0,0,0.1,1.1,1.8,4.2,963,0.2,0,0,0,2.4,0.8,0.8,1.3,0.3,0.6,1.4,40,0.8,1.3,0.1,1.2,0.4,2.8,1.1,0,32.3,150.6,64.1,1.7,1.3,0.3,39,5.2,31,39.1,79.4,1,2.9,0.9,0.2,4.3,464.5,117.9,17.4,19.3,90.3,10.2,12.5,81.3,2.2,4.1,54.5,52,1.6,7.7,28.1,16.8,3,52,1.1,1.6,-0.5,9000000,9,2.956594286114605,6.043405713885395,7,6,110.4,2.1,-0.479208554626928,-0.07892546936850081,-0.022541853556614633,-0.5093441134356907,0.3124312431243124,0.5005500550055005,0.5104510451045104,0.3355335533553355
Yannick Gerhardt,2022-2023,28,Wolfsburg,de Bundesliga,de GER,0.6,29,1866,20.7,22,7,0,0.3,0.2,0.5,0.3,0,0,0,0.1,1.8,1.2,4.2,1866,0.1,0,0,0,1.4,0.7,0.5,0.5,0.4,0.6,1.4,40,0.9,1.3,0.2,1,0.3,1.7,1.2,0,22.6,100.8,40.6,0.6,0.5,0.1,26.9,4.2,24.3,32.5,74.6,1,3,0.6,0.1,4,391.4,122.3,13,15.1,85.9,9.3,11.9,78.5,1.4,3,47.6,41.3,1.6,7.8,21.5,12.3,2.7,41.3,1.7,1.3,0.3,6000000,6,7.041508427649856,-1.0415084276498563,5.9,4.6,98.89999999999999,2.7,-0.9410685230281939,-0.7093395632585943,-0.5965090006855102,0.21677047125331006,0.1771177117711771,0.24422442244224424,0.29042904290429045,0.6072607260726073
Álex Fernández,2022-2023,29,Cádiz,es La Liga,es ESP,-0.8,28,1576,17.5,17,11,3,0.2,0,0.2,0.1,0.1,0.1,0,0.1,0.7,1.5,4.4,1576,0,0,0,0,0.7,0.4,0.3,0.2,0.2,0.2,0.8,28.6,0.6,0.8,0.1,0.7,0.5,1.2,1.1,0,27.5,127.1,56.1,1.1,1.2,0.2,33.3,1.5,34.4,41.1,83.6,1,3.3,0.3,0.1,3.9,586.1,173.4,17.4,18.8,92.7,11.8,13.5,87.3,4.2,6.9,61.7,48.5,2.2,9.9,27.5,11.3,1.4,48.5,1,1.7,-0.7,100000,0.1,1.3772641817983953,-1.2772641817983952,5.6000000000000005,5,118,2,-1.0670303325921755,-0.5292212507185674,0.35677556541552424,-0.6303632108838577,0.15841584158415842,0.31353135313531355,0.6688668866886689,0.2684268426842684
